location_name,description,agency,type,state,latitude,longitude
John A. Volpe Transportation Systems Center,"As a result of the project, the Federal footprint on the site will be reduce from approximately 14 acres to 4 acres, and from six buildings to one building—reducing operating costs and greenhouse gas emissions.",Department of Transportation,"Carbon Pollution-Free Electricity, Zero-Emissions Fleet, Green Building, Net-Zero Procurement and Supply Chain, Net-Zero Emissions, Strengthening the Resilience of Operations and Infrastructure, Engaging, Educating, and Training the Federal Workforce, Environmental Justice and Equity, Domestic and Global Partnerships",MA,42.373615,-71.109734



https://docs.google.com/spreadsheets/d/1_9VdD8LQKZEiW7RL9K92gXikyjph0UTuvRkxj5Hykvg/gviz/tq?tqx=out:csv&sheet=Sheet1

https://docs.google.com/spreadsheets/d/1_9VdD8LQKZEiW7RL9K92gXikyjph0UTuvRkxj5Hykvg/edit?usp=sharing
