Location_Name,County,Operator,Type,Address,City,State_province,Zip,Country_ISO3166_alpha2,Latitude,Longitude,Phone,URL,Languages,Devices_available,Accessibility,Clients,Public
John A. Volpe Transportation Systems Center,,Department of Transportation,"Carbon Pollution-Free Electricity, Zero-Emissions Fleet, Green Building, Net-Zero Procurement and Supply Chain, Net-Zero Emissions, Strengthening the Resilience of Operations and Infrastructure, Engaging, Educating, and Training the Federal Workforce, Environmental Justice and Equity, Domestic and Global Partnerships",,,MA,,,42.374465000000,-71.1059000000000,,,,,,,
